Chapter,Verse,Text_V1,Text_V2,Cambios_v1,Cambios_v2
131.0,1.0," Cántico de las gradas, de David. Adonay no se enalteció mi coraçón, y no se enaltecieron mis ojos; y no anduve en grandezas, y en ocultas de mí.",Cantico de las gradas de David .A. no se enaltecio mi coraçon: y no se enaltecieron mis ojos. Y no anduve en grandezas: y en ocultas de mi.,"Cántico ⚠️ | gradas, ⚠️ | David. ⚠️ | Adonay | enalteció ⚠️ | coraçón, ⚠️ | ojos; ⚠️ | y | grandezas, ⚠️ | mí.",Cantico ⚠️ | gradas ⚠️ | David ⚠️ | enaltecio ⚠️ | coraçon: ⚠️ | ojos. ⚠️ | grandezas: ⚠️ | .A. | Y | mi.
131.0,2.0," Si no puse, y fize callar mi alma, como destetado sobre su madre, como destetado sobre mí, mi alma.","Si no puse, y fize callar mi alma como destetado sobre su madre: como destetado, sobre mi mi alma.","alma, ⚠️ | madre, ⚠️ | destetado ⚠️ | mí,","alma ⚠️ | madre: ⚠️ | destetado, ⚠️ | mi"
131.0,3.0," Espera Ysrael a Adonay, de agora y fasta siempre.",Espera Ysrael a .A.: de agora y fasta siempre.,"Adonay,",.A.:
132.0,1.0," Cántico de las gradas. Miembra Adonay a David, toda su aflición.",Cantico de las gradas. Myembra .A. a David: toda su aflicion.,"Cántico ⚠️ | Miembra ⚠️ | Adonay | David, ⚠️ | aflición. ⚠️",Cantico ⚠️ | Myembra ⚠️ | David: ⚠️ | aflicion. ⚠️ | .A.
132.0,2.0," Que juró a Adonay, prometió a fuerte de Yahacob.",Que juro a .A.: prometio a suerte de Yahacob.,"juró ⚠️ | Adonay, | prometió ⚠️ | fuerte ⚠️",juro ⚠️ | prometio ⚠️ | suerte ⚠️ | .A.:
132.0,3.0," Si verné en tienda de mi casa, si subiré sobre lecho de mis estrados;",Si veniere en tienda de mi casa: si subiere sobre lecho de mis estrados.,"verné | casa, ⚠️ | subiré ⚠️ | estrados; ⚠️",casa: ⚠️ | subiere ⚠️ | estrados. ⚠️ | veniere
132.0,4.0," Si daré sueño a mis ojos, a mis párpados adormecimiento;",Si diere sueño a mis ojos: a mis parpados adormecimiento.,"daré | ojos, ⚠️ | párpados ⚠️ | adormecimiento; ⚠️",ojos: ⚠️ | parpados ⚠️ | adormecimiento. ⚠️ | diere
132.0,5.0," Fasta que falle lugar a Adonay, moradas a fuerte de Yahacob.",Fasta que falle lugar a .A.: moradas a fuerte de Yahacob.,"Adonay,",.A.:
132.0,6.0," He, oírnoslo en Ephrath, fallárnoslo en campos de xara.",He oymoslo en Ephrath: fallamoslo en campos de xara.,"He, ⚠️ | oírnoslo | Ephrath, ⚠️ | fallárnoslo ⚠️",He ⚠️ | Ephrath: ⚠️ | fallamoslo ⚠️ | oymoslo
132.0,7.0," Vernemos a sus moradas, encorvarnos emos a estrado de sus pies.",Vernemos a sus moradas: envorvarnosemos a estrado de sus pies.,"moradas, ⚠️ | encorvarnos ⚠️ | emos",moradas: ⚠️ | envorvarnosemos ⚠️
132.0,8.0," Alevántate Adonay a tu folgança, tú y arca de tu fortaleza.",Alevantate .A. a tu folgança: tu y arca de tu fortaleza.,"Alevántate ⚠️ | Adonay | folgança, ⚠️ | tú",Alevantate ⚠️ | folgança: ⚠️ | .A. | tu
132.0,9.0," Tus sacerdotes se vestirán justedad, y tus buenos cantarán.",Tus sacerdotes se vestan justedad: y tus buenos canten.,"vestirán ⚠️ | justedad, ⚠️ | cantarán. ⚠️",vestan ⚠️ | justedad: ⚠️ | canten. ⚠️
132.0,10.0," Por David tu siervo, no fagas tornar fazes de tu ungido.",Por David tu siervo: no fagas tornar fazes de tu ungido.,"siervo, ⚠️",siervo: ⚠️
132.0,11.0," Juró Adonay a David verdad, no se tornará della; de fruto de tu vientre, porné sobre silla a ti;","Juro .A. a David verdad, no se tornara della: de fruto de tu vientre porne sobre silla a ti.","Juró ⚠️ | Adonay | tornará ⚠️ | della; ⚠️ | vientre, ⚠️ | porné ⚠️ | ti;",Juro ⚠️ | tornara ⚠️ | della: ⚠️ | vientre ⚠️ | porne ⚠️ | .A. | ti.
132.0,12.0, Si guardaren tus hijos mi firmamiento y mi testamiento que los abezaré; también sus hijos fasta siempre se asentarán sobre silla a ti.,"Si guardaren tus hijos mi firmamiento y mi testamiento, que los abezare, tambien sus hijos fasta siempre: se asentaran sobre silla a ti.",testamiento ⚠️ | abezaré; ⚠️ | también ⚠️ | siempre ⚠️ | asentarán ⚠️,"testamiento, ⚠️ | abezare, ⚠️ | tambien ⚠️ | siempre: ⚠️ | asentaran ⚠️"
132.0,13.0," Porque escogió Adonay en Zion, desseo por habitación a él.",Por que escogio .A. en Cion: desseo por habitacion a el.,"Porque | escogió ⚠️ | Adonay | Zion, | habitación ⚠️ | él.",escogio ⚠️ | habitacion ⚠️ | Por | que | .A. | Cion: | el.
132.0,14.0, Esta mi folgança fasta siempre; aquí estaré; porque la desseé.,Esta mi folgança fasta siempre: aqui estare por que la dessee.,siempre; ⚠️ | aquí ⚠️ | estaré; ⚠️ | porque | desseé. ⚠️,siempre: ⚠️ | aqui ⚠️ | estare ⚠️ | dessee. ⚠️ | por | que
132.0,15.0," Su mantenimiento bendiziendo bendeziré, sus desseosos fartaré de pan.",Su mantenimiento bendiziendo bendezire: sus desseosos fartare de pan.,"bendeziré, ⚠️ | fartaré ⚠️",bendezire: ⚠️ | fartare ⚠️
132.0,16.0," Y sus sacerdotes vestiré de salvación, y sus buenos cantando cantarán.",Y sus sacerdotes vestire de salvacion: y sus buenos cantando cantaran.,"vestiré ⚠️ | salvación, ⚠️ | cantarán. ⚠️",vestire ⚠️ | salvacion: ⚠️ | cantaran. ⚠️
132.0,17.0," Allí faré hermollecer reino de David, ordené candela para mi ungido.",Alli fare hermollecer reyno de David: ordenee candela para mi ungido.,"Allí ⚠️ | faré ⚠️ | reino ⚠️ | David, ⚠️ | ordené ⚠️",Alli ⚠️ | fare ⚠️ | reyno ⚠️ | David: ⚠️ | ordenee ⚠️
132.0,18.0," Sus enemigos vestiré de registro, sobre él hermollecerá su corona.",Sus enemigos vestire de registro: sobre el hermollecera su corona.,"vestiré ⚠️ | registro, ⚠️ | él | hermollecerá ⚠️",vestire ⚠️ | registro: ⚠️ | hermollecera ⚠️ | el
133.0,1.0," Cántico de las gradas, de David. He, quán bueno y quán suave, estar hermanos también a una.",Cantico de las gradas de David. He quan bueno y quan suave: estar hermanos tambien a una.,"Cántico ⚠️ | gradas, ⚠️ | He, ⚠️ | quán ⚠️ | quán ⚠️ | suave, ⚠️ | también ⚠️",Cantico ⚠️ | gradas ⚠️ | He ⚠️ | quan ⚠️ | quan ⚠️ | suave: ⚠️ | tambien ⚠️
133.0,2.0," Como olio el bueno sobre la cabeça, descendién sobre la barba, barba de Aharon, que desciende sobre cabeçón de sus vestidos.","Como olio el bueno (que) sobre la cabeça desciende, sobre la barba barba de Aharon: que defciende sobre cabeçon de sus vestidos.","cabeça, ⚠️ | descendién ⚠️ | barba, ⚠️ | Aharon, ⚠️ | desciende ⚠️ | cabeçón ⚠️","cabeça ⚠️ | desciende, ⚠️ | barba ⚠️ | Aharon: ⚠️ | defciende ⚠️ | cabeçon ⚠️ | (que)"
133.0,3.0," Como rocío de Hermon, que desciende sobre montes de Zion, porque allí encomendó Adonay la bendición, vidas fasta siempre.",Como rocio de Hermon que desciende sobre montes de Cion: por que alli encomendo .A. la bendicion: vidas fasta siempre.,"rocío ⚠️ | Hermon, ⚠️ | Zion, | porque | allí ⚠️ | encomendó ⚠️ | Adonay | bendición, ⚠️",rocio ⚠️ | Hermon ⚠️ | alli ⚠️ | encomendo ⚠️ | bendicion: ⚠️ | Cion: | por | que | .A.
134.0,1.0," Cántico de las gradas. He, bendezid Adonay todos siervos de Adonay, los estantes en casa de Adonay en noches.","Cantico de las gradas. He bendezid .A. todos siervos de .A., los estantes en casa de .A. en noches.","Cántico ⚠️ | He, ⚠️ | Adonay | Adonay, | Adonay","Cantico ⚠️ | He ⚠️ | .A. | .A., | .A."
134.0,2.0," Alçad vuestras manos santidad, y bendezid Adonay.",Alçad vuestras manos santidad: y bendezid .A.,"santidad, ⚠️ | Adonay.",santidad: ⚠️ | .A.
134.0,3.0," Bendígate Adonay de Zion, fazién cielos y tierra.",Bendigate .A. de Cion: que fizo cielos y tierra.,"Bendígate ⚠️ | Adonay | Zion, | fazién",Bendigate ⚠️ | .A. | Cion: | que | fizo
135.0,1.0," Halelu-Yah. Alabad nombre de Adonay, alabad siervos de Adonay.",Halelu Yah. Alabad nombre de .A.: alabad siervos de .A..,"Halelu-Yah. ⚠️ | Adonay, | Adonay.",Halelu ⚠️ | Yah. | .A.: | .A..
135.0,2.0," Los que estades en casa de Adonay, en cortes de casa de nuestro Dio.",Los que estades en casa de .A.: en cortes de casa de nuestro .D.,"Adonay, | Dio.",.A.: | .D.
135.0,3.0," Alabad Yah, porque bueno Adonay; psalmead a su nombre porque suave.",Alabad YAH por que bueno .A.: psalmead a su nombre por que suave.,"Yah, | porque | Adonay; | porque",YAH | por | que | .A.: | por | que
135.0,4.0," Porque Yahacob escogió para sí Yah, Ysrael para su thesoro.",Por que Yahacob escogio para si YAH Ysrael para su thesoro.,"Porque | escogió ⚠️ | sí | Yah,",escogio ⚠️ | Por | que | si | YAH
135.0,5.0," Porque yo sé que grande Adonay, y nuestro señor más que todos dioses.",Por que yo see que grande .A.: y nuestro señor es mas que todos dioses.,"Porque | sé | Adonay, | más",Por | que | see | .A.: | es | mas
135.0,6.0," Todo lo que envoluntó Adonay, fizo en los cielos y en la tierra, en mares y en todos abismos.",Todo lo que envolunto .A. fizo en los cielos y en la tierra en mares y en todos abysmos.,"envoluntó ⚠️ | Adonay, | tierra, ⚠️ | abismos. ⚠️",envolunto ⚠️ | tierra ⚠️ | abysmos. ⚠️ | .A.
135.0,7.0," Fazién subir nuves de cabo de la tierra, relámpagos para lluvia fizo, sacán viento de sus cilleros.",Faze subir nuves de cabo de la tierra: relampagos para lluvia faze: saca viento de sus cilleros.,"Fazién | tierra, ⚠️ | relámpagos ⚠️ | fizo, | sacán",tierra: ⚠️ | relampagos ⚠️ | Faze | faze: | saca
135.0,8.0," Que firió primogénitos de Egypto, de hombre fasta quatropea.",El que firio primogénitos de Egypto: de hombre fasta quatropea.,"Que | firió ⚠️ | Egypto, ⚠️",firio ⚠️ | Egypto: ⚠️ | El | que
135.0,9.0," Embió señales y maravillas entre ti Egypto, en Parhoh y en todos sus siervos.","Embio señales y maravillas entre ti Egypto: en Parhoh, y en todos sus siervos.","Embió ⚠️ | Egypto, ⚠️ | Parhoh ⚠️","Embio ⚠️ | Egypto: ⚠️ | Parhoh, ⚠️"
135.0,10.0," Que firió gentes muchas, y mató reyes fuertes.",El que firio gentes muchas: y mato reyes fuertes.,"Que | firió ⚠️ | muchas, ⚠️ | mató ⚠️",firio ⚠️ | muchas: ⚠️ | mato ⚠️ | El | que
135.0,11.0," A Sihon, rey del Emoreo, y a Hog, rey del Bassan, y todos los reinos de Kenahan.","A Sihon rey del Emoreo, y a Hog rey del Bassan: y todos los reynos de Kenahan.","Sihon, ⚠️ | Hog, ⚠️ | Bassan, ⚠️ | reinos ⚠️",Sihon ⚠️ | Hog ⚠️ | Bassan: ⚠️ | reynos ⚠️
135.0,12.0," Y dio su tierra heredad, herencia a Ysrael su pueblo.",Y dio su tierra heredad: herencio a Ysrael su pueblo.,"heredad, ⚠️ | herencia ⚠️",heredad: ⚠️ | herencio ⚠️
135.0,13.0," Adonay, tu nombre para siempre; Adonay, tu memoria para generancio y generancio.",.A. tu nombre para siempre: .A. tu memoria para generancio y generancio.,"Adonay, | siempre; ⚠️ | Adonay,",siempre: ⚠️ | .A. | .A.
135.0,14.0," Que juzgará Adonay su pueblo, y sobre sus siervos se arrepentirá.",Por que juzgara .A.su pueblo: y sobre sus siervos se arrepentira.,"Que | juzgará ⚠️ | Adonay | su | pueblo, ⚠️ | arrepentirá. ⚠️",juzgara ⚠️ | pueblo: ⚠️ | arrepentira. ⚠️ | Por | que | .A.su
135.0,15.0," _dolos de las gentes plata y oro, hechura de manos de hombre.",Ydolos de las gentes plata y oro: hechura de manos de hombre.,"_dolos ⚠️ | oro, ⚠️",Ydolos ⚠️ | oro: ⚠️
135.0,16.0," Boca a ellos, y no fablan; ojos a ellos, y no veen.",Boca a ellos y no fablan: ojos a ellos y no veen:,"ellos, ⚠️ | fablan; ⚠️ | ellos, ⚠️ | veen. ⚠️",ellos ⚠️ | fablan: ⚠️ | ellos ⚠️ | veen: ⚠️
135.0,17.0," Orejas a ellos, y no escuchan; también no ay esprito en su boca.",Orejas a ellos y no escuchan: tambien no ay esprito en su boca.,"ellos, ⚠️ | escuchan; ⚠️ | también ⚠️",ellos ⚠️ | escuchan: ⚠️ | tambien ⚠️
135.0,18.0," Como ellos sean sus fazientes, todo el que confía en ellos.",Como ellos sean sus fazientes: todo el que confia en ellos.,"fazientes, ⚠️ | confía ⚠️",fazientes: ⚠️ | confia ⚠️
135.0,19.0," Casa de Ysrael, bendezid a Adonay; casa de Aharon, bendezid a Adonay.",Casa de Ysrael bendezid a .A.: casa de Aharon bendezid a .A.,"Ysrael, ⚠️ | Adonay; | Aharon, ⚠️ | Adonay.",Ysrael ⚠️ | Aharon ⚠️ | .A.: | .A.
135.0,20.0," Casa de Levi, bendezid a Adonay; temientes Adonay, bendezid a Adonay.",Casa de Levi bendezid a .A.: temientes .A. bendezid a .A.,"Levi, ⚠️ | Adonay; | Adonay, | Adonay.",Levi ⚠️ | .A.: | .A. | .A.
135.0,21.0," Bendicho Adonay de Zion, morador en Yerusalaim. Halelu-Yah.",Bendito .A. de Cion morador en Yerusalaim: Halelu-Yah.,"Bendicho ⚠️ | Adonay | Zion, | Yerusalaim. ⚠️",Bendito ⚠️ | Yerusalaim: ⚠️ | .A. | Cion
136.0,1.0," Load a Adonay que bueno, que para siempre su merced.",Load a .A. que bueno: que para siempre su merced.,"Adonay | bueno, ⚠️",bueno: ⚠️ | .A.
136.0,2.0," Load al Dio de los dioses, que para siempre su merced.",Load a .D de los dioses: que para siempre su merced.,"al | Dio | dioses, ⚠️",dioses: ⚠️ | a | .D
136.0,3.0," Load a señor de los señores, que para siempre su merced.",Load al señor de los señores: que para siempre su merced.,"a | señores, ⚠️",señores: ⚠️ | al
136.0,4.0," A fazién maravillas grandes a sus solas, que para siempre su merced.",A faziente maravillas grandes a sus solas: que para siempre su merced.,"fazién ⚠️ | solas, ⚠️",faziente ⚠️ | solas: ⚠️
136.0,5.0," A fazién los cielos con entendimiento, que para siempre su merced.",A faziente los cielos con entendimiento: que para siempre su merced.,"fazién ⚠️ | entendimiento, ⚠️",faziente ⚠️ | entendimiento: ⚠️
136.0,6.0," A espandién la tierra sobre las aguas, que para siempre su merced.",A espandiente de la tierra sobre las aguas: que para siempre su merced.,"espandién ⚠️ | aguas, ⚠️",espandiente ⚠️ | aguas: ⚠️ | de
136.0,7.0," A fazién luminarias grandes, que para siempre su merced.",A faziente luminarias grandes: que para siempre su merced.,"fazién ⚠️ | grandes, ⚠️",faziente ⚠️ | grandes: ⚠️
136.0,8.0," Al Sol para dominio en día, que para siempre su merced.",Al Sol para dominio en dia: que para siempre su merced.,"día,",dia:
136.0,9.0," A la Luna y estrellas para dominio en la noche, que para siempre su merced.","A la Luna y estrellas para dominio en la noche, que para siempre su merced.",,
136.0,10.0," A firién a Egypto con sus primogénitos, que para siempre su merced.",A firiente a Egypto con sus primogenitos: que para siempre su merced.,"firién ⚠️ | primogénitos, ⚠️",firiente ⚠️ | primogenitos: ⚠️
136.0,11.0," Y sacó a Ysrael de entre ellos, que para siempre su merced.",Y saco Ysrael de entre ellos: que para siempre su merced.,"sacó ⚠️ | a | ellos, ⚠️",saco ⚠️ | ellos: ⚠️
136.0,12.0," Con mano fuerte y con braço tendido, que para siempre su merced.",Con mano fuerte y con braço tendido: que para siempre su merced.,"tendido, ⚠️",tendido: ⚠️
136.0,13.0," A partién mar ruvio por partes, que para siempre su merced.",Apartiente mar ruvio por partes: que para siempre su merced.,"A | partién ⚠️ | partes, ⚠️",Apartiente ⚠️ | partes: ⚠️
136.0,14.0," Y fizo passar a Ysrael entre él, que para siempre su merced.",Y fizo passar a Ysrael entre el: que para siempre su merced.,"él,",el:
136.0,15.0," Y sacudió Parhoh y su exército en mar ruvio, que para siempre su merced.",Y sacudio Parhoh y sue exercito en mar ruvio: que para siempre su merced.,"sacudió ⚠️ | su ⚠️ | exército ⚠️ | ruvio, ⚠️",sacudio ⚠️ | sue ⚠️ | exercito ⚠️ | ruvio: ⚠️
136.0,16.0," A fazién andar su pueblo por desierto, que para siempre su merced.",A faziente andar su publo por desierto: que para siempre su merced.,"fazién ⚠️ | pueblo ⚠️ | desierto, ⚠️",faziente ⚠️ | publo ⚠️ | desierto: ⚠️
136.0,17.0," A firién reyes grandes, que para siempre su merced.",A firiente reyes grandes: que para siempre su merced.,"firién ⚠️ | grandes, ⚠️",firiente ⚠️ | grandes: ⚠️
136.0,18.0," Y mató reyes fuertes, que para siempre su merced.",Y mato reyes fuertes: que para siempre su merced.,"mató ⚠️ | fuertes, ⚠️",mato ⚠️ | fuertes: ⚠️
136.0,19.0," A Sihon rey del Emoreo, que para siempre su merced.",A Sihon rey del Emoreo: que para siempre su merced.,"Emoreo, ⚠️",Emoreo: ⚠️
136.0,20.0," Y a Hog rey del Bassan, que para siempre su merced.",Y a Hog rey del Bassan: que para siempre su merced.,"Bassan, ⚠️",Bassan: ⚠️
136.0,21.0," Y dio su tierra por heredad, que para siempre su merced.",Y dio su tierra por heredad: que para siempre su merced.,"heredad, ⚠️",heredad: ⚠️
136.0,22.0," Heredad a Ysrael su pueblo, que para siempre su merced.",Heredad a Ysrael su siervo: que para siempre su merced.,"pueblo,",siervo:
136.0,23.0," Que en nuestra baxeza membró a nos, que para siempre su merced.",Que en nuestra baxeza membro a nos: que para siempre su merced.,"membró ⚠️ | nos, ⚠️",membro ⚠️ | nos: ⚠️
136.0,24.0," Y redimiónos de nuestros angustiadores, que para siempre su merced.",Y redimionos de nuestros angustiadores: que para siempre su merced.,"redimiónos ⚠️ | angustiadores, ⚠️",redimionos ⚠️ | angustiadores: ⚠️
136.0,25.0," Dan govierno a toda criatura, que para siempre su merced.",El que daa govierno a toda criatura: que para siempre su merced.,"Dan | criatura, ⚠️",criatura: ⚠️ | El | que | daa
136.0,26.0," Load a Dio de los cielos, que para siempre su merced.",Load al .D. de los cielos: que para siempre su merced.,"a | Dio | cielos, ⚠️",cielos: ⚠️ | al | .D.
137.0,1.0," Sobre los ríos de Babilonia, allí estuvimos, también lloramos, en nuestro membrar a Zion.",Sobre los rios de Babilonia alli estuvimos tambien lloramos: en nuestro. membrar a Cion.,"ríos ⚠️ | Babilonia, ⚠️ | allí ⚠️ | estuvimos, ⚠️ | también ⚠️ | lloramos, ⚠️ | nuestro ⚠️ | Zion. ⚠️",rios ⚠️ | Babilonia ⚠️ | alli ⚠️ | estuvimos ⚠️ | tambien ⚠️ | lloramos: ⚠️ | nuestro. ⚠️ | Cion. ⚠️
137.0,2.0," Sobre sauzes entre ella, colgamos nuestras harpas.",Sobre fauzes entre ella: colgamos nuestras harpas.,"sauzes ⚠️ | ella, ⚠️",fauzes ⚠️ | ella: ⚠️
